Wall time,Step,Value
1748301906.33349,451584,-3.27571964263916
1748301906.972306,452608,-3.2850828170776367
1748301907.605341,453632,-3.286097288131714
1748301908.243715,454656,-3.2865560054779053
1748301908.87956,455680,-3.290424346923828
1748301909.5129511,456704,-3.2983009815216064
1748301910.1446579,457728,-3.3024003505706787
1748301910.779948,458752,-3.306793212890625
1748301911.420792,459776,-3.312558650970459
1748301912.0502038,460800,-3.3142168521881104
1748301912.682079,461824,-3.3155667781829834
1748301913.32526,462848,-3.317917823791504
1748301913.959088,463872,-3.3230834007263184
1748301914.592435,464896,-3.3324968814849854
1748301915.229834,465920,-3.3362033367156982
1748301915.866912,466944,-3.341707944869995
1748301916.501812,467968,-3.3442463874816895
1748301917.146703,468992,-3.3450398445129395
1748301917.7901912,470016,-3.3472893238067627
1748301918.42384,471040,-3.351330280303955
1748301919.055757,472064,-3.3525986671447754
1748301919.690281,473088,-3.3571243286132812
1748301920.4250119,474112,-3.3636274337768555
1748301921.336069,475136,-3.3745782375335693
1748301922.344793,476160,-3.3861348628997803
1748301923.025301,477184,-3.387781858444214
1748301923.687959,478208,-3.389224052429199
1748301924.348554,479232,-3.390707492828369
1748301925.004779,480256,-3.3923239707946777
1748301925.66707,481280,-3.398366689682007
1748301926.333262,482304,-3.4080052375793457
1748301926.995593,483328,-3.4145021438598633
1748301927.6664991,484352,-3.4191410541534424
1748301928.3091578,485376,-3.4236197471618652
1748301928.943038,486400,-3.426666498184204
1748301929.580844,487424,-3.429147958755493
1748301930.219638,488448,-3.4328272342681885
1748301930.854332,489472,-3.4381191730499268
1748301931.491828,490496,-3.449049472808838
1748301932.126998,491520,-3.4614064693450928
1748301932.764128,492544,-3.4607834815979004
1748301933.3961082,493568,-3.462519884109497
1748301934.062943,494592,-3.4625658988952637
1748301934.702841,495616,-3.461841106414795
1748301935.3393018,496640,-3.4638004302978516
1748301935.990199,497664,-3.466569662094116
1748301936.661723,498688,-3.468214273452759
1748301937.317727,499712,-3.4716928005218506
1748301937.973896,500736,-3.4741642475128174
